日期,委托时间,品种,标的,交易类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,状态,最后更新时间
2025-03-19,14:55:00,金融期货,中证1000指数(IM2503.CCFX),平空,市价单,-1手,6546,-1309200,-1手,-,-2160,30.11,全部成交,2025-03-19 14:55:00
2025-03-20,09:32:00,金融期货,中证1000指数(IM2503.CCFX),开空,市价单,1手,6512.8,1302560,1手,-,0,29.96,全部成交,2025-03-20 09:32:00
2025-03-20,09:58:00,金融期货,中证1000指数(IM2503.CCFX),平空,市价单,-1手,6517.2,-1303440,-1手,-,-880,29.98,全部成交,2025-03-20 09:58:00
2025-03-20,13:34:00,金融期货,中证1000指数(IM2503.CCFX),开空,市价单,1手,6562.8,1312560,1手,-,0,30.19,全部成交,2025-03-20 13:34:00
2025-03-20,14:55:00,金融期货,中证1000指数(IM2503.CCFX),平空,市价单,-1手,6531,-1306200,-1手,-,6360,30.04,全部成交,2025-03-20 14:55:00
2025-03-21,09:32:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6415.4,1283080,1手,-,0,29.51,全部成交,2025-03-21 09:32:00
2025-03-21,10:08:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6426.4,-1285280,-1手,-,-2200,29.56,全部成交,2025-03-21 10:08:00
2025-03-21,10:20:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6404.2,1280840,1手,-,0,29.46,全部成交,2025-03-21 10:20:00
2025-03-21,13:23:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6341,-1268200,-1手,-,12640,29.17,全部成交,2025-03-21 13:23:00
2025-03-21,13:41:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6311.4,1262280,1手,-,0,29.03,全部成交,2025-03-21 13:41:00
2025-03-21,14:23:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6316,-1263200,-1手,-,-920,29.05,全部成交,2025-03-21 14:23:00
2025-03-21,14:50:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6312.8,1262560,1手,-,0,29.04,全部成交,2025-03-21 14:50:00
2025-03-21,14:55:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6328,-1265600,-1手,-,-3040,29.11,全部成交,2025-03-21 14:55:00
2025-03-24,09:31:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6304.4,1260880,1手,-,0,29,全部成交,2025-03-24 09:31:00
2025-03-24,10:17:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6297.4,-1259480,-1手,-,1400,28.97,全部成交,2025-03-24 10:17:00
2025-03-24,10:38:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6291.4,1258280,1手,-,0,28.94,全部成交,2025-03-24 10:38:00
2025-03-24,14:25:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6217.4,-1243480,-1手,-,14800,28.6,全部成交,2025-03-24 14:25:00
2025-03-25,10:05:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6253.8,1250760,1手,-,0,28.77,全部成交,2025-03-25 10:05:00
2025-03-25,11:07:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6238.2,-1247640,-1手,-,3120,28.7,全部成交,2025-03-25 11:07:00
2025-03-25,11:21:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6215,1243000,1手,-,0,28.59,全部成交,2025-03-25 11:21:00
2025-03-25,13:09:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6249.6,-1249920,-1手,-,-6920,28.75,全部成交,2025-03-25 13:09:00
2025-03-25,13:53:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6248.6,1249720,1手,-,0,28.74,全部成交,2025-03-25 13:53:00
2025-03-25,14:25:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6248.4,-1249680,-1手,-,40,28.74,全部成交,2025-03-25 14:25:00
2025-03-25,14:39:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6230.8,1246160,1手,-,0,28.66,全部成交,2025-03-25 14:39:00
2025-03-25,14:55:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6250.2,-1250040,-1手,-,-3880,28.75,全部成交,2025-03-25 14:55:00
2025-03-26,10:09:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6287.6,1257520,1手,-,0,28.92,全部成交,2025-03-26 10:09:00
2025-03-26,10:55:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6301.8,-1260360,-1手,-,-2840,28.99,全部成交,2025-03-26 10:55:00
2025-03-26,13:23:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6273.4,1254680,1手,-,0,28.86,全部成交,2025-03-26 13:23:00
2025-03-26,14:03:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6282.8,-1256560,-1手,-,-1880,28.9,全部成交,2025-03-26 14:03:00
2025-03-26,14:33:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6267.8,1253560,1手,-,0,28.83,全部成交,2025-03-26 14:33:00
2025-03-26,14:55:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6265.2,-1253040,-1手,-,520,28.82,全部成交,2025-03-26 14:55:00
2025-03-27,09:32:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6245,1249000,1手,-,0,28.73,全部成交,2025-03-27 09:32:00
2025-03-27,09:57:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6245.4,-1249080,-1手,-,-80,28.73,全部成交,2025-03-27 09:57:00
2025-03-27,11:18:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6300.8,1260160,1手,-,0,28.98,全部成交,2025-03-27 11:18:00
2025-03-27,14:55:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6281,-1256200,-1手,-,3960,28.89,全部成交,2025-03-27 14:55:00
2025-03-28,09:56:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6266.6,1253320,1手,-,0,28.83,全部成交,2025-03-28 09:56:00
2025-03-28,11:06:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6251.4,-1250280,-1手,-,3040,28.76,全部成交,2025-03-28 11:06:00
2025-03-28,11:19:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6215.6,1243120,1手,-,0,28.59,全部成交,2025-03-28 11:19:00
2025-03-28,13:43:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6244.2,-1248840,-1手,-,-5720,28.72,全部成交,2025-03-28 13:43:00
2025-03-28,14:11:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6221.4,1244280,1手,-,0,28.62,全部成交,2025-03-28 14:11:00
2025-03-28,14:24:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6240,-1248000,-1手,-,-3720,28.7,全部成交,2025-03-28 14:24:00
2025-03-28,14:43:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6226.6,1245320,1手,-,0,28.64,全部成交,2025-03-28 14:43:00
2025-03-28,14:55:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6220.4,-1244080,-1手,-,1240,28.61,全部成交,2025-03-28 14:55:00
2025-03-31,09:31:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6172.2,1234440,1手,-,0,28.39,全部成交,2025-03-31 09:31:00
2025-03-31,10:00:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6210.2,-1242040,-1手,-,-7600,28.57,全部成交,2025-03-31 10:00:00
2025-03-31,10:16:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6174.4,1234880,1手,-,0,28.4,全部成交,2025-03-31 10:16:00
2025-03-31,11:17:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6142.2,-1228440,-1手,-,6440,28.25,全部成交,2025-03-31 11:17:00
2025-03-31,11:24:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6111,1222200,1手,-,0,28.11,全部成交,2025-03-31 11:24:00
2025-03-31,13:06:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6128.2,-1225640,-1手,-,-3440,28.19,全部成交,2025-03-31 13:06:00
2025-03-31,13:33:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6144.4,1228880,1手,-,0,28.26,全部成交,2025-03-31 13:33:00
2025-03-31,14:08:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6147,-1229400,-1手,-,-520,28.28,全部成交,2025-03-31 14:08:00
2025-04-01,10:38:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6234.8,1246960,1手,-,0,28.68,全部成交,2025-04-01 10:38:00
2025-04-01,11:23:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6247.6,-1249520,-1手,-,-2560,28.74,全部成交,2025-04-01 11:23:00
2025-04-01,13:06:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6217.2,1243440,1手,-,0,28.6,全部成交,2025-04-01 13:06:00
2025-04-01,14:33:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6215,-1243000,-1手,-,440,28.59,全部成交,2025-04-01 14:33:00
2025-04-02,13:12:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6246.4,1249280,1手,-,0,28.73,全部成交,2025-04-02 13:12:00
2025-04-02,14:55:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6232.8,-1246560,-1手,-,2720,28.67,全部成交,2025-04-02 14:55:00
2025-04-03,09:32:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6223.8,1244760,1手,-,0,28.63,全部成交,2025-04-03 09:32:00
2025-04-03,09:45:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6270.2,-1254040,-1手,-,-9280,28.84,全部成交,2025-04-03 09:45:00
2025-04-03,09:55:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6225.8,1245160,1手,-,0,28.64,全部成交,2025-04-03 09:55:00
2025-04-03,10:29:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6240.2,-1248040,-1手,-,-2880,28.7,全部成交,2025-04-03 10:29:00
2025-04-03,10:52:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6201.2,1240240,1手,-,0,28.53,全部成交,2025-04-03 10:52:00
2025-04-03,13:41:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6154.4,-1230880,-1手,-,9360,28.31,全部成交,2025-04-03 13:41:00
2025-04-03,14:27:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,6162.8,1232560,1手,-,0,28.35,全部成交,2025-04-03 14:27:00
2025-04-03,14:55:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,6175.6,-1235120,-1手,-,-2560,28.41,全部成交,2025-04-03 14:55:00
2025-04-07,09:32:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5894.8,1178960,1手,-,0,27.12,全部成交,2025-04-07 09:32:00
2025-04-07,10:17:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5658.2,-1131640,-1手,-,47320,26.03,全部成交,2025-04-07 10:17:00
2025-04-07,11:00:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5637.6,1127520,1手,-,0,25.93,全部成交,2025-04-07 11:00:00
2025-04-07,14:28:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5554.2,-1110840,-1手,-,16680,25.55,全部成交,2025-04-07 14:28:00
2025-04-08,09:48:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5531,1106200,1手,-,0,25.44,全部成交,2025-04-08 09:48:00
2025-04-08,10:10:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5503.8,-1100760,-1手,-,5440,25.32,全部成交,2025-04-08 10:10:00
2025-04-08,10:26:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5474.2,1094840,1手,-,0,25.18,全部成交,2025-04-08 10:26:00
2025-04-08,11:03:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5473.8,-1094760,-1手,-,80,25.18,全部成交,2025-04-08 11:03:00
2025-04-08,11:09:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5452.4,1090480,1手,-,0,25.08,全部成交,2025-04-08 11:09:00
2025-04-08,11:18:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5482.8,-1096560,-1手,-,-6080,25.22,全部成交,2025-04-08 11:18:00
2025-04-08,13:05:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5437.6,1087520,1手,-,0,25.01,全部成交,2025-04-08 13:05:00
2025-04-08,13:39:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5414,-1082800,-1手,-,4720,24.9,全部成交,2025-04-08 13:39:00
2025-04-08,13:44:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5392.6,1078520,1手,-,0,24.81,全部成交,2025-04-08 13:44:00
2025-04-08,14:04:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5392,-1078400,-1手,-,120,24.8,全部成交,2025-04-08 14:04:00
2025-04-08,14:17:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5371.2,1074240,1手,-,0,24.71,全部成交,2025-04-08 14:17:00
2025-04-08,14:37:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5380.8,-1076160,-1手,-,-1920,24.75,全部成交,2025-04-08 14:37:00
2025-04-09,09:32:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5312.2,1062440,1手,-,0,24.44,全部成交,2025-04-09 09:32:00
2025-04-09,09:54:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5341.8,-1068360,-1手,-,-5920,24.57,全部成交,2025-04-09 09:54:00
2025-04-09,10:39:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5497.6,1099520,1手,-,0,25.29,全部成交,2025-04-09 10:39:00
2025-04-09,11:00:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5516.2,-1103240,-1手,-,-3720,25.37,全部成交,2025-04-09 11:00:00
2025-04-09,11:06:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5480.2,1096040,1手,-,0,25.21,全部成交,2025-04-09 11:06:00
2025-04-09,11:26:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5520.2,-1104040,-1手,-,-8000,25.39,全部成交,2025-04-09 11:26:00
2025-04-09,14:07:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5588.2,1117640,1手,-,0,25.71,全部成交,2025-04-09 14:07:00
2025-04-09,14:14:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5625.2,-1125040,-1手,-,-7400,25.88,全部成交,2025-04-09 14:14:00
2025-04-09,14:43:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5599.2,1119840,1手,-,0,25.76,全部成交,2025-04-09 14:43:00
2025-04-09,14:55:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5601.6,-1120320,-1手,-,-480,25.77,全部成交,2025-04-09 14:55:00
2025-04-10,09:31:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5769.2,1153840,1手,-,0,26.54,全部成交,2025-04-10 09:31:00
2025-04-10,09:32:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5743.6,-1148720,-1手,-,5120,26.42,全部成交,2025-04-10 09:32:00
2025-04-10,10:35:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5814,1162800,1手,-,0,26.74,全部成交,2025-04-10 10:35:00
2025-04-10,13:22:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5765.8,-1153160,-1手,-,9640,26.52,全部成交,2025-04-10 13:22:00
2025-04-10,13:59:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5753,1150600,1手,-,0,26.46,全部成交,2025-04-10 13:59:00
2025-04-10,14:10:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5785.2,-1157040,-1手,-,-6440,26.61,全部成交,2025-04-10 14:10:00
2025-04-10,14:31:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5773.4,1154680,1手,-,0,26.56,全部成交,2025-04-10 14:31:00
2025-04-10,14:55:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5753,-1150600,-1手,-,4080,26.46,全部成交,2025-04-10 14:55:00
2025-04-11,09:32:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5769.8,1153960,1手,-,0,26.54,全部成交,2025-04-11 09:32:00
2025-04-11,09:34:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5774.2,-1154840,-1手,-,-880,26.56,全部成交,2025-04-11 09:34:00
2025-04-11,10:17:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5768.4,1153680,1手,-,0,26.53,全部成交,2025-04-11 10:17:00
2025-04-11,10:43:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5789.2,-1157840,-1手,-,-4160,26.63,全部成交,2025-04-11 10:43:00
2025-04-11,10:54:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5770.4,1154080,1手,-,0,26.54,全部成交,2025-04-11 10:54:00
2025-04-11,11:11:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5791.8,-1158360,-1手,-,-4280,26.64,全部成交,2025-04-11 11:11:00
2025-04-11,14:16:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5862.8,1172560,1手,-,0,26.97,全部成交,2025-04-11 14:16:00
2025-04-11,14:55:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5833.4,-1166680,-1手,-,5880,26.83,全部成交,2025-04-11 14:55:00
2025-04-14,11:18:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5921.8,1184360,1手,-,0,27.24,全部成交,2025-04-14 11:18:00
2025-04-14,14:40:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5898.8,-1179760,-1手,-,4600,27.13,全部成交,2025-04-14 14:40:00
2025-04-15,09:37:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5878.4,1175680,1手,-,0,27.04,全部成交,2025-04-15 09:37:00
2025-04-15,10:14:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5870.8,-1174160,-1手,-,1520,27.01,全部成交,2025-04-15 10:14:00
2025-04-15,11:22:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5860.8,1172160,1手,-,0,26.96,全部成交,2025-04-15 11:22:00
2025-04-15,13:39:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5864.4,-1172880,-1手,-,-720,26.98,全部成交,2025-04-15 13:39:00
2025-04-15,14:06:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5868.6,1173720,1手,-,0,27,全部成交,2025-04-15 14:06:00
2025-04-15,14:55:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5883.6,-1176720,-1手,-,-3000,27.06,全部成交,2025-04-15 14:55:00
2025-04-16,09:32:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5859.6,1171920,1手,-,0,26.95,全部成交,2025-04-16 09:32:00
2025-04-16,13:09:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5793.4,-1158680,-1手,-,13240,26.65,全部成交,2025-04-16 13:09:00
2025-04-16,13:44:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5782.4,1156480,1手,-,0,26.6,全部成交,2025-04-16 13:44:00
2025-04-16,14:05:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5804.8,-1160960,-1手,-,-4480,26.7,全部成交,2025-04-16 14:05:00
2025-04-16,14:33:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5791.2,1158240,1手,-,0,26.64,全部成交,2025-04-16 14:33:00
2025-04-16,14:47:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5813,-1162600,-1手,-,-4360,26.74,全部成交,2025-04-16 14:47:00
2025-04-17,10:35:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5871.4,1174280,1手,-,0,27.01,全部成交,2025-04-17 10:35:00
2025-04-17,14:13:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5880,-1176000,-1手,-,-1720,27.05,全部成交,2025-04-17 14:13:00
2025-04-17,14:34:00,金融期货,中证1000指数(IM2504.CCFX),开空,市价单,1手,5858.6,1171720,1手,-,0,26.95,全部成交,2025-04-17 14:34:00
2025-04-17,14:55:00,金融期货,中证1000指数(IM2504.CCFX),平空,市价单,-1手,5846.6,-1169320,-1手,-,2400,26.89,全部成交,2025-04-17 14:55:00
2025-04-18,09:35:00,金融期货,中证1000指数(IM2505.CCFX),开空,市价单,1手,5718.6,1143720,1手,-,0,26.31,全部成交,2025-04-18 09:35:00
2025-04-18,10:42:00,金融期货,中证1000指数(IM2505.CCFX),平空,市价单,-1手,5726.4,-1145280,-1手,-,-1560,26.34,全部成交,2025-04-18 10:42:00
2025-04-18,11:05:00,金融期货,中证1000指数(IM2505.CCFX),开空,市价单,1手,5704.8,1140960,1手,-,0,26.24,全部成交,2025-04-18 11:05:00
2025-04-18,13:53:00,金融期货,中证1000指数(IM2505.CCFX),平空,市价单,-1手,5755.6,-1151120,-1手,-,-10160,26.48,全部成交,2025-04-18 13:53:00
2025-04-18,14:43:00,金融期货,中证1000指数(IM2505.CCFX),开空,市价单,1手,5762.4,1152480,1手,-,0,26.51,全部成交,2025-04-18 14:43:00
2025-04-18,14:55:00,金融期货,中证1000指数(IM2505.CCFX),平空,市价单,-1手,5746.8,-1149360,-1手,-,3120,26.44,全部成交,2025-04-18 14:55:00
2025-04-21,09:32:00,金融期货,中证1000指数(IM2505.CCFX),开空,市价单,1手,5720.4,1144080,1手,-,0,26.31,全部成交,2025-04-21 09:32:00
2025-04-21,09:36:00,金融期货,中证1000指数(IM2505.CCFX),平空,市价单,-1手,5763.4,-1152680,-1手,-,-8600,26.51,全部成交,2025-04-21 09:36:00
2025-04-22,09:35:00,金融期货,中证1000指数(IM2505.CCFX),开空,市价单,1手,5859.4,1171880,1手,-,0,26.95,全部成交,2025-04-22 09:35:00
2025-04-22,09:45:00,金融期货,中证1000指数(IM2505.CCFX),平空,市价单,-1手,5866.2,-1173240,-1手,-,-1360,26.98,全部成交,2025-04-22 09:45:00
2025-04-22,09:53:00,金融期货,中证1000指数(IM2505.CCFX),开空,市价单,1手,5847.4,1169480,1手,-,0,26.9,全部成交,2025-04-22 09:53:00
2025-04-22,10:17:00,金融期货,中证1000指数(IM2505.CCFX),平空,市价单,-1手,5867.6,-1173520,-1手,-,-4040,26.99,全部成交,2025-04-22 10:17:00
2025-04-22,10:48:00,金融期货,中证1000指数(IM2505.CCFX),开空,市价单,1手,5853.6,1170720,1手,-,0,26.93,全部成交,2025-04-22 10:48:00
2025-04-22,13:04:00,金融期货,中证1000指数(IM2505.CCFX),平空,市价单,-1手,5869.6,-1173920,-1手,-,-3200,27,全部成交,2025-04-22 13:04:00
2025-04-22,14:36:00,金融期货,中证1000指数(IM2505.CCFX),开空,市价单,1手,5879.6,1175920,1手,-,0,27.05,全部成交,2025-04-22 14:36:00
2025-04-22,14:55:00,金融期货,中证1000指数(IM2505.CCFX),平空,市价单,-1手,5871.6,-1174320,-1手,-,1600,27.01,全部成交,2025-04-22 14:55:00
2025-04-23,10:05:00,金融期货,中证1000指数(IM2505.CCFX),开空,市价单,1手,5913.4,1182680,1手,-,0,27.2,全部成交,2025-04-23 10:05:00
2025-04-23,10:46:00,金融期货,中证1000指数(IM2505.CCFX),平空,市价单,-1手,5911.6,-1182320,-1手,-,360,27.19,全部成交,2025-04-23 10:46:00
2025-04-23,14:04:00,金融期货,中证1000指数(IM2505.CCFX),开空,市价单,1手,5931.2,1186240,1手,-,0,27.28,全部成交,2025-04-23 14:04:00
2025-04-23,14:32:00,金融期货,中证1000指数(IM2505.CCFX),平空,市价单,-1手,5931,-1186200,-1手,-,40,27.28,全部成交,2025-04-23 14:32:00
2025-04-24,09:32:00,金融期货,中证1000指数(IM2505.CCFX),开空,市价单,1手,5898,1179600,1手,-,0,27.13,全部成交,2025-04-24 09:32:00
2025-04-24,10:03:00,金融期货,中证1000指数(IM2505.CCFX),平空,市价单,-1手,5906.8,-1181360,-1手,-,-1760,27.17,全部成交,2025-04-24 10:03:00
2025-04-24,10:34:00,金融期货,中证1000指数(IM2505.CCFX),开空,市价单,1手,5895,1179000,1手,-,0,27.12,全部成交,2025-04-24 10:34:00
2025-04-24,13:25:00,金融期货,中证1000指数(IM2505.CCFX),平空,市价单,-1手,5855.2,-1171040,-1手,-,7960,26.93,全部成交,2025-04-24 13:25:00
2025-04-24,14:23:00,金融期货,中证1000指数(IM2505.CCFX),开空,市价单,1手,5855.6,1171120,1手,-,0,26.94,全部成交,2025-04-24 14:23:00
2025-04-24,14:55:00,金融期货,中证1000指数(IM2505.CCFX),平空,市价单,-1手,5867.2,-1173440,-1手,-,-2320,26.99,全部成交,2025-04-24 14:55:00
2025-04-25,09:50:00,金融期货,中证1000指数(IM2505.CCFX),开空,市价单,1手,5850.6,1170120,1手,-,0,26.91,全部成交,2025-04-25 09:50:00
2025-04-25,10:06:00,金融期货,中证1000指数(IM2505.CCFX),平空,市价单,-1手,5895,-1179000,-1手,-,-8880,27.12,全部成交,2025-04-25 10:06:00
2025-04-25,14:02:00,金融期货,中证1000指数(IM2505.CCFX),开空,市价单,1手,5897,1179400,1手,-,0,27.13,全部成交,2025-04-25 14:02:00
2025-04-25,14:55:00,金融期货,中证1000指数(IM2505.CCFX),平空,市价单,-1手,5882.2,-1176440,-1手,-,2960,27.06,全部成交,2025-04-25 14:55:00
2025-04-28,09:33:00,金融期货,中证1000指数(IM2505.CCFX),开空,市价单,1手,5852.8,1170560,1手,-,0,26.92,全部成交,2025-04-28 09:33:00
2025-04-28,10:28:00,金融期货,中证1000指数(IM2505.CCFX),平空,市价单,-1手,5826.8,-1165360,-1手,-,5200,26.8,全部成交,2025-04-28 10:28:00
2025-04-28,11:02:00,金融期货,中证1000指数(IM2505.CCFX),开空,市价单,1手,5825.8,1165160,1手,-,0,26.8,全部成交,2025-04-28 11:02:00
2025-04-28,14:55:00,金融期货,中证1000指数(IM2505.CCFX),平空,市价单,-1手,5836.4,-1167280,-1手,-,-2120,26.85,全部成交,2025-04-28 14:55:00
2025-04-29,09:32:00,金融期货,中证1000指数(IM2505.CCFX),开空,市价单,1手,5799.4,1159880,1手,-,0,26.68,全部成交,2025-04-29 09:32:00
2025-04-29,09:37:00,金融期货,中证1000指数(IM2505.CCFX),平空,市价单,-1手,5836.2,-1167240,-1手,-,-7360,26.85,全部成交,2025-04-29 09:37:00
2025-04-30,14:34:00,金融期货,中证1000指数(IM2505.CCFX),开空,市价单,1手,5913.6,1182720,1手,-,0,27.2,全部成交,2025-04-30 14:34:00
2025-04-30,14:55:00,金融期货,中证1000指数(IM2505.CCFX),平空,市价单,-1手,5909.8,-1181960,-1手,-,760,27.19,全部成交,2025-04-30 14:55:00
2025-05-06,14:50:00,金融期货,中证1000指数(IM2505.CCFX),开空,市价单,1手,6053.2,1210640,1手,-,0,27.84,全部成交,2025-05-06 14:50:00
